#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-10-14T19:43:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ543d562336ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=VII/155/rc3
#-nav=cat:VII/155&tab:{VII/155/rc3}&key:source=VII/155&HTTPPRM:&&-ref=VIZ543d562336ef&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=RA2000&-out=DE2000&-out=name&-out=altname&-out=PGC&-out=type&-out=T&-out=lumcl&-out=D25&-out=R25&-out=PA&-out=BT&-out=BT_code&-out=BoT&-out=V21&-out=cz&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/155/rc3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/155/rc3
#-order=I
#-out=RA2000
#-out=DE2000
#-out=name
#-out=altname
#-out=PGC
#-out=type
#-out=T
#-out=lumcl
#-out=D25
#-out=R25
#-out=PA
#-out=BT
#-out=BT_code
#-out=BoT
#-out=V21
#-out=cz
#

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	type	(a7)	Type	[ucd=src.morph.type]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	lumcl	(F4.1)	? Luminosity class (file "\begin{tex}\vFile{VII/155/./mtypes.tex}{mtypes.tex}\end{tex}")	[ucd=src.class.luminosity]
#Column	D25	(F5.2)	? Log D25	[ucd=phys.angSize;src]
#Column	R25	(F5.2)	? Log R25 (isophotal diameter ratio)	[ucd=phys.size;arith.ratio]
#Column	PA	(I3)	? Position angle of the major axis [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	BT_code	(A1)	? BT code	[ucd=meta.code]
#Column	BoT	(F5.2)	? BoT	[ucd=phot.mag;em.opt.B]
#Column	V21	(I5)	? V21 (heliocentric radial velocity) [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	cz	(I5)	? Vopt= cz [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#RA2000;DE2000;name;altname;PGC;type;T;lumcl;D25;R25;PA;BT;BT_code;BoT;V21;cz
#"h:m:s";"d:m:s"; ; ; ; ; ; ;[0.1arcmin]; ;deg;mag; ;mag;km/s;km/s
#----------;---------;------------;---------------;-----------;-------;----;----;-----;-----;---;-----;-;-----;-----;-----
21 44 30.0;+14 53 00;            ; UGC 11803     ;PGC67271   ;.S..4..; 4.0;    ; 0.95; 0.20;   ;     ; ;14.42; 7860;
21 44 39.5;-06 41 24;            ;               ;PGC67282   ;.S..6*/; 6.0;    ; 1.20; 0.86;   ;     ; ;     ;     ;
21 44 49.7;-72 25 19;IC   5123   ; ESO   48-  6  ;PGC67283   ;.SXS4?.; 3.5; 4.4; 1.17; 0.46; 18;     ; ;     ;     ;
21 44 52.7;-03 37 13;NGC  7121   ; MCG -1-55-  8 ;PGC67287   ;.SBR4?.; 4.0; 3.1; 1.03; 0.30;  0;     ; ;     ;     ;
21 45 29.7;-51 36 27;            ;               ;PGC67298   ;.E+5.P*;-4.0;    ; 1.38; 0.44;   ;     ; ;     ;     ;16119
21 45 31.7;-29 04 27;            ; ESO  466-  5  ;PGC67299   ;.S?....;    ;    ; 1.00; 0.23;120;     ; ;14.60;     ; 5926
21 45 45.4;-74 49 53;            ; ESO   48-  7  ;PGC67302   ;PSBS3*.; 3.0; 4.4; 1.14; 0.46;147;     ; ;     ;     ;
21 45 47.1;-48 25 15;NGC  7117   ; ESO  236- 40  ;PGC67303   ;.LAS-*.;-3.0;    ; 1.15; 0.21; 27;13.76; ;13.61;     ; 5587
21 45 48.7;-48 48 15;            ; ESO  236- 41  ;PGC67304   ;.SBS9P.; 9.0; 8.9; 1.05; 0.20;115;     ; ;     ;     ;
21 45 54.0;+41 16 00;            ; UGC 11808     ;PGC67309   ;.S?....;    ;    ; 1.32; 0.13;160;     ; ;     ; 4501;
21 46 09.9;-48 21 14;NGC  7118   ; ESO  236- 45  ;PGC67318   ;.LA.-P*;-2.7;    ; 1.17; 0.10; 50;13.53; ;13.43;     ; 5115
21 46 15.2;-46 31 14;NGC  7119B  ; ESO  288-  1  ;PGC67322   ;.S..5$P; 5.0;    ; 0.77; 0.34; 22;     ; ;13.16;     ; 9588
21 46 16.2;-46 30 56;NGC  7119A  ; ESO  288-  2  ;PGC67325   ;.SBT4P*; 4.2; 3.4; 1.06; 0.18;130;     ; ;13.31;     ; 9875
21 46 12.0;+07 05 00;            ; UGC 11807     ;PGC67326   ;.I..9..;10.0;    ; 0.96; 0.29;   ;     ; ;     ; 4915;
21 46 37.0;+08 17 27;            ; UGC 11809     ;PGC67332   ;.S..3..; 3.0;    ; 0.97; 0.36; 24;     ; ;14.40;10897;
21 46 40.1;-36 12 24;            ; ESO  403- 24  ;PGC67335   ;.SX.6*.; 6.0;    ; 1.13; 0.36; 37;     ; ;14.47;     ; 2645
21 46 58.9;+01 42 35;IC   1401   ; UGC 11810     ;PGC67339   ;.SXR4*.; 3.5; 2.1; 1.26; 0.42;175;14.41;M;13.51; 4722; 4648
21 47 12.0;+72 28 00;            ; UGC 11818     ;PGC67347   ;.S?....;    ;    ; 1.14; 0.07;   ;     ; ;12.36; 2406;
21 47 17.7;+32 05 49;            ; UGC 11812     ;PGC67348   ;.I..9*.;10.0;    ; 0.96; 0.00;   ;     ; ;     ; 5191;
21 47 18.0;+18 44 00;            ; UGC 11811     ;PGC67351   ;.S..8*.; 8.0;    ; 0.97; 0.56; 74;     ; ;     ; 6665;
21 47 25.7;-34 53 05;IC   5131   ; ESO  403- 27  ;PGC67352   ;.LB.-..;-3.0;    ; 1.16; 0.02;   ;13.25; ;13.23;     ; 2667
21 47 24.5;-38 42 47;            ; ESO  343- 28  ;PGC67354   ;.S?....;    ;    ; 1.17; 0.59;116;     ; ;14.67;     ; 4612
21 47 30.0;+22 09 00;            ; UGC 11813     ;PGC67355   ;.I..9*.;10.0;    ; 0.96; 0.39; 98;     ; ;     ; 1833;
21 47 36.1;-13 10 57;NGC  7131   ; MCG -2-55-  2 ;PGC67359   ;PLAT0?.;-2.0;    ; 1.23; 0.21;   ;     ; ;     ;     ;
21 47 36.5;-35 50 10;            ; ESO  403- 28  ;PGC67360   ;.SBR3..; 3.3;    ; 1.02; 0.31; 50;     ; ;     ;     ;
21 47 41.6;-04 09 41;            ; MCG -1-55- 11 ;PGC67361   ;RSBS3P.; 3.0;    ; 1.10; 0.41;   ;     ; ;     ;     ;
21 48 04.4;-36 46 27;            ; ESO  403- 31  ;PGC67373   ;.S?....;    ;    ; 1.13; 0.39;156;     ; ;14.57;     ; 2535
21 48 05.7;-50 33 51;NGC  7124   ; ESO  237-  2  ;PGC67375   ;.SBT4..; 4.0; 1.9; 1.47; 0.37;143;13.10;M;12.52;     ; 5139
21 48 13.1;+22 09 41;NGC  7137   ; UGC 11815     ;PGC67379   ;.SXT5..; 5.0; 5.2; 1.21; 0.05;   ;13.05; ;12.71; 1686; 1472
21 48 19.0;-48 22 50;            ;               ;PGC67385   ;.SXS9..; 9.0;10.0; 1.18; 0.00;   ;     ; ;     ;     ;
21 48 20.3;-34 56 59;NGC  7130   ; ESO  403- 32  ;PGC67387   ;.S..1P.; 1.0;    ; 1.18; 0.04;   ;     ; ;12.88;     ; 4824
21 48 26.4;-01 40 16;            ; UGC 11814     ;PGC67391   ;.I?....;    ;    ; 0.88; 0.26;160;     ; ;13.91;     ; 8151
21 48 29.8;+29 23 49;            ; CGCG 493-  8  ;PGC67394   ;       ;    ;    ;     ;     ;   ;     ; ;14.41; 4776;
21 48 38.9;-56 14 38;            ; ESO  189-  1  ;PGC67397   ;.S..3./; 3.0; 3.3; 1.15; 0.69; 98;     ; ;     ;     ;
21 49 01.1;+12 30 40;NGC  7138   ; UGC 11817     ;PGC67406   ;.SB.1..; 1.0;    ; 1.06; 0.34;177;     ; ;14.33; 8406;
21 49 00.0;+41 57 00;            ; UGC 11819     ;PGC67407   ;.I..9*.;10.0;    ; 1.16; 0.41;168;     ; ;     ;     ;
21 49 07.3;+00 26 49;            ; UGC 11816     ;PGC67410   ;.SBT5*.; 4.7; 5.3; 1.17; 0.03; 85;     ; ;13.86; 4750;
21 49 11.0;-59 02 13;            ; ESO  145- 16  ;PGC67413   ;PSXR2..; 2.2;    ; 1.01; 0.13; 60;     ; ;     ;     ;
21 49 16.3;-60 42 43;NGC  7125   ; ESO  145- 17  ;PGC67417   ;.SXT5..; 5.0; 1.6; 1.49; 0.16;110;12.80;S;12.42; 3045; 3080
21 49 18.0;-60 36 31;NGC  7126   ; ESO  145- 18  ;PGC67418   ;.SAT5..; 5.0; 3.9; 1.45; 0.34; 80;12.87; ;12.38; 3054; 2980
21 49 30.0;+15 47 00;            ; UGC 11821     ;PGC67419   ;.S..1..; 1.0;    ; 1.27; 0.73; 79;     ; ;13.79; 7773;
21 49 30.0;+14 13 00;            ; UGC 11820     ;PGC67421   ;.S..9..; 9.0;    ; 1.30; 0.04;   ;     ; ;     ; 1104;
21 49 36.0;+40 40 00;            ; UGC 11822     ;PGC67424   ;.LB....;-2.0;    ; 1.00; 0.21; 20;     ; ;     ;     ;
21 49 43.7;-34 52 42;NGC  7135   ; ESO  403- 35  ;PGC67425   ;.LA.-P.;-3.0;    ; 1.47; 0.18; 47;12.71;M;12.57;     ; 2050
21 49 48.8;-59 19 19;            ;               ;PGC67429   ;.LA.-..;-3.0;    ; 1.18; 0.07;   ;     ; ;     ;     ;
21 49 49.1;-37 47 05;            ; ESO  343- 31  ;PGC67430   ;.SBR2P*; 2.2;    ; 1.01; 0.12; 25;     ; ;14.40;     ; 6140
21 49 51.6;-26 00 34;            ; ESO  531- 29  ;PGC67431   ;.S?....;    ;    ; 1.08; 0.05;   ;     ; ;     ;     ; 9152
21 49 53.6;+31 36 42;            ; CGCG 493-  9  ;PGC67432   ;       ;    ;    ; 0.95; 0.65;   ;     ; ;15.06; 6007;
21 49 58.6;+22 49 35;            ; CGCG 472-  9  ;PGC67433   ;       ;    ;    ;     ;     ;   ;     ; ;15.34;11474;
21 50 10.3;+30 49 23;            ; UGC 11824     ;PGC67441   ;.SB.6?.; 6.0;    ; 0.96; 0.51; 52;     ; ;     ; 7158;
21 50 17.7;-62 11 06;            ;               ;PGC67444   ;       ;    ;    ;     ;     ;   ;15.90; ;     ;     ;
21 50 23.7;-73 59 53;IC   5130   ; ESO   48-  8  ;PGC67445   ;.SAS4*.; 4.0; 3.3; 1.28; 0.49;109;     ; ;13.53;     ; 7840
21 50 25.7;-30 59 39;IC   5139   ; ESO  466- 11  ;PGC67447   ;.LB.-?.;-3.0;    ; 1.32; 0.31; 33;     ; ;13.24;     ; 5362
21 50 30.0;+44 42 00;            ; UGC 11829     ;PGC67451   ;.I..9*.;10.0;    ; 1.14; 0.00;   ;     ; ;     ; 3745;
21 50 36.0;+22 51 00;            ; UGC 11827     ;PGC67453   ;.I?....;    ;    ; 0.96; 0.39;   ;     ; ;14.59; 5331;
21 50 36.0;+00 54 00;            ; UGC 11825     ;PGC67458   ;.S..1?.; 1.0;    ; 0.98; 0.44; 18;     ; ;     ;     ;
21 50 46.9;-70 20 04;NGC  7123   ; ESO   75- 27  ;PGC67466   ;.S..1./; 1.0;    ; 1.48; 0.32;146;12.22;V;12.89;     ; 3718
21 50 48.0;+02 01 00;IC   1405   ; UGC 11826     ;PGC67470   ;.SB.2..; 2.0;    ; 0.95; 0.10;115;     ; ;14.31; 7401;
21 50 57.2;-71 24 46;            ; ESO   75- 28  ;PGC67474   ;.E.2...;-5.0;    ; 1.24; 0.12; 12;13.40; ;13.24;     ; 3814
21 51 00.0;+02 46 00;            ; UGC 11828     ;PGC67477   ;.S..2..; 2.0;    ; 0.96; 0.05;   ;     ; ;14.70; 8152;
21 51 02.7;+06 14 25;            ; MCG  1-55- 13 ;PGC67479   ;.S?....;    ;    ; 0.73; 0.01;   ;     ; ;15.14; 1440;
21 51 00.0;+25 51 00;A   2148+25 ; UGC 11830     ;PGC67480   ;.S..3..; 3.0; 2.7; 1.13; 0.03;   ;     ; ;14.23; 5679; 5696
21 51 06.1;-46 16 43;            ;               ;PGC67483   ;PLAS0*P;-2.0;    ; 1.19; 0.11;   ;     ; ;     ;     ; 9515
21 51 29.6;-55 20 08;            ;               ;PGC67496   ;.E+2...;-4.0;    ; 1.26; 0.26;   ;     ; ;     ;     ;
21 51 34.4;+22 39 13;            ; MCG  4-51-  8 ;PGC67499   ;.S?....;    ;    ; 0.82; 0.46;   ;     ; ;14.61;11413;
21 51 39.4;-37 30 12;            ; ESO  343- 34  ;PGC67503   ;.L?....;    ;    ; 1.10; 0.70; 30;     ; ;14.15;     ; 4617
21 51 43.3;+25 15 25;            ; UGC 11834     ;PGC67504   ;.S?....;    ;    ; 0.99; 0.04;   ;     ; ;13.94; 4885;
21 51 42.0;+11 35 00;            ; UGC 11832     ;PGC67506   ;.S..4..; 4.0;    ; 1.08; 0.93; 64;     ; ;     ; 8545;
21 51 46.5;-43 07 24;            ; ESO  288- 13  ;PGC67507   ;.SXS9..; 9.0;10.0; 1.08; 0.10;168;     ; ;     ;     ;
21 51 47.5;+03 00 59;NGC  7146   ; MCG  0-55- 24 ;PGC67508   ;.SXS2*.; 2.0;    ; 0.97; 0.20; 80;     ; ;     ;     ;
21 51 48.0;+46 39 00;            ; UGC 11836     ;PGC67511   ;.S..8*.; 8.0;    ; 1.16; 0.71; 29;     ; ;     ;     ;
21 51 51.9;-74 59 20;            ;               ;PGC67513   ;.SBR0..; 0.0;    ; 1.17; 0.08;   ;     ; ;     ;     ; 7550
21 51 58.4;+03 04 16;NGC  7147   ; MCG  0-55- 25 ;PGC67518   ;.LBS+*.;-1.0;    ; 1.02; 0.08;  5;     ; ;     ;     ;
21 51 57.9;-57 29 08;            ;               ;PGC67519   ;       ;    ;    ;     ;     ;   ;15.26; ;15.08;     ;12048
21 52 11.7;+03 18 02;NGC  7149   ; UGC 11835     ;PGC67524   ;.E.....;-4.5;    ; 1.12; 0.15; 25;     ; ;     ;     ;
21 52 13.2;-74 41 13;            ; ESO   48-  9  ;PGC67528   ;.S.3P?/; 3.0;    ; 1.10; 0.64; 35;     ; ;     ;     ;
21 52 12.0;+36 05 00;            ; UGC 11837     ;PGC67529   ;.S..7..; 7.0;    ; 1.10; 0.17;153;     ; ;     ; 5337;
21 52 15.2;-55 34 11;NGC  7141   ; ESO  189-  7  ;PGC67532   ;.SXT4..; 4.0; 3.3; 1.62; 0.14; 18;12.20; ;12.21;     ; 2950
21 52 20.1;-80 34 26;            ; ESO   27-  2  ;PGC67537   ;.IXS9..; 9.5;11.1; 1.13; 0.14;   ;     ; ;     ;     ;
21 52 27.8;-81 31 51;NGC  7095   ; ESO   27-  1  ;PGC67546   ;.SBS5..; 5.0; 5.6; 1.45; 0.02;   ;     ; ;11.71; 2560; 2500
21 52 24.0;-10 38 00;            ; MCG -2-55-  5 ;PGC67547   ;.S?....;    ;    ; 1.04; 0.95;   ;     ; ;     ; 5485;
21 52 35.3;+28 18 22;            ; UGC 11838     ;PGC67550   ;.S..7..; 7.0;    ; 1.31; 1.03; 23;     ; ;13.52; 3478;
21 52 39.3;-36 30 10;            ; ESO  404-  3  ;PGC67552   ;.SBT4P.; 3.8; 4.4; 1.17; 0.30; 11;     ; ;13.58;     ; 2383
21 52 39.4;-68 45 35;            ; ESO   75- 32  ;PGC67553   ;.S?....;    ;    ; 1.08; 0.27;137;     ; ;14.01;     ; 8267
21 52 40.6;+36 27 39;            ; UGC 11839     ;PGC67556   ;.S..4..; 4.0;    ; 0.96; 0.80; 53;     ; ;13.16; 6051;
21 52 42.9;-48 15 16;NGC  7144   ; ESO  237- 11  ;PGC67557   ;.E.0...;-5.0;    ; 1.57; 0.01;   ;11.70;M;11.68;     ; 1932
21 52 48.0;-10 30 00;            ; MCG -2-55-  6 ;PGC67561   ;.S?....;    ;    ; 1.19; 1.09;   ;     ; ;     ; 5363;
21 52 48.0;+38 56 00;            ; UGC 11841     ;PGC67562   ;.S..8*.; 8.0;    ; 1.44; 1.16; 66;     ; ;     ; 5988;
21 53 04.8;+04 18 16;            ; MCG  1-55- 15 ;PGC67569   ;.S?....;    ;    ; 0.94; 0.57;   ;     ; ;14.34; 7990;
21 53 12.0;+04 14 00;            ; UGC 11840     ;PGC67575   ;.S?....;    ;    ; 0.96; 0.05;   ;     ; ;     ; 7986;
21 53 12.0;+25 30 00;            ; UGC 11842     ;PGC67578   ;.S..2..; 2.0;    ; 0.95; 0.68; 39;     ; ;14.37; 5773;
21 53 17.4;-59 29 39;IC   5141   ; ESO  145- 22  ;PGC67580   ;.SAT4*.; 4.1; 3.3; 1.22; 0.11; 30;     ; ;13.22;     ; 4392
21 53 20.2;-47 52 57;NGC  7145   ; ESO  237- 13  ;PGC67583   ;.E.0...;-5.0;    ; 1.40; 0.02;   ;12.04;M;12.05;     ; 1891
21 53 21.9;-68 57 16;IC   5138   ; ESO   75- 34  ;PGC67585   ;PSBR3*.; 3.3;    ; 0.95; 0.21;128;     ; ;     ;     ;
21 53 40.3;-61 04 32;            ; ESO  145- 24  ;PGC67592   ;.SB.5*/; 5.0;    ; 1.21; 0.85; 90;     ; ;     ;     ;
21 53 42.5;-81 39 12;            ; ESO   27-  3  ;PGC67593   ;.IBS9..;10.0; 7.2; 1.10; 0.09;   ;     ; ;14.22;     ; 2578
21 53 58.7;-29 17 25;NGC  7152   ; ESO  466- 13  ;PGC67601   ;.SBT3?P; 3.0; 3.3; 1.09; 0.32; 17;     ; ;13.92;     ; 6564
21 54 05.8;-57 36 49;            ; ESO  145- 25  ;PGC67605   ;.SBS9..; 8.6; 9.3; 1.36; 0.11;   ;     ; ;13.90; 1846;
21 54 15.9;-67 19 49;IC   5140   ; ESO   75- 37  ;PGC67613   ;.SB.7?/; 6.5;    ; 1.30; 0.86;136;     ; ;13.93;     ; 3972
21 54 18.9;-58 36 07;            ; ESO  145- 26  ;PGC67615   ;.SAT2..; 2.0; 4.4; 1.04; 0.12; 95;     ; ;14.88;     ;14676
21 54 22.9;-31 58 12;            ; ESO  466- 14  ;PGC67617   ;.S?....;    ;    ; 1.10; 0.72; 50;     ; ;14.17;     ; 2437
21 54 24.0;+15 08 00;IC   5145   ; UGC 11844     ;PGC67619   ;.S..2..; 2.0;    ; 1.20; 0.25;170;     ; ;13.67; 7360;
21 54 30.0;+15 01 00;            ; UGC 11845     ;PGC67621   ;.S..4..; 4.0;    ; 1.06; 0.86;150;     ; ;14.01; 7232;
21 54 33.2;+02 56 38;NGC  7156   ; UGC 11843     ;PGC67622   ;.SXT6*.; 6.0; 1.9; 1.21; 0.06;105;13.11; ;12.80; 3985; 3954
21 54 35.4;-29 03 47;NGC  7153   ; ESO  466- 16  ;PGC67624   ;.S..3?/; 3.0;    ; 1.29; 0.82; 68;     ; ;13.01;     ; 7003
21 54 42.0;+06 25 00;            ; UGC 11846     ;PGC67626   ;.S..4..; 4.0;    ; 0.95; 0.29; 42;     ; ;14.31; 8489;
21 54 55.3;-40 50 05;            ; ESO  343- 36  ;PGC67629   ;       ;    ;    ; 0.71; 0.01;   ;     ; ;14.67;     ;10169
21 55 19.6;-57 39 26;            ;               ;PGC67632   ;.LXS0..;-2.0;    ; 1.12; 0.24;   ;16.08; ;15.73;     ;23241
21 55 03.8;-50 39 23;NGC  7151   ; ESO  237- 15  ;PGC67634   ;.SXT6..; 5.8; 5.6; 1.47; 0.40; 75;     ; ;12.86;     ; 1860
21 55 04.8;+30 35 01;            ; CGCG 493- 12  ;PGC67635   ;       ;    ;    ;     ;     ;   ;     ; ;14.77; 7025;
21 55 16.5;+30 29 21;            ; UGC 11847     ;PGC67638   ;.I..9*.;10.0;    ; 0.96; 0.22;110;     ; ;     ; 5566;
21 55 17.1;-55 34 22;            ; ESO  189- 10  ;PGC67639   ;PSBS0..; 0.0;    ; 1.07; 0.06; 12;     ; ;14.60;     ;12000
21 55 20.2;-65 30 35;IC   5142   ; ESO  108-  6  ;PGC67640   ;.SXR6*.; 5.8; 6.7; 1.21; 0.29; 72;     ; ;13.99;     ; 5332
21 55 21.2;-34 48 52;NGC  7154   ; ESO  404-  8  ;PGC67641   ;.SBS9P*; 9.0; 4.4; 1.32; 0.12;102;12.86; ;12.77; 2615; 2636
21 55 36.0;+24 53 00;            ; UGC 11849     ;PGC67648   ;.SB.6*.; 6.0;    ; 1.20; 0.24; 73;     ; ;13.76; 5841;
21 55 38.7;-54 52 33;            ; ESO  189- 12  ;PGC67649   ;.SA.5*/; 5.0;    ; 1.22; 0.96; 42;     ; ;     ;     ;
21 55 36.0;+10 28 00;            ; UGC 11848     ;PGC67650   ;.S..8..; 8.0;    ; 1.00; 0.33;124;     ; ;     ; 4996;
21 55 47.6;+14 43 52;            ; CGCG 428-  1  ;PGC67655   ;       ;    ;    ; 1.00; 0.52;   ;     ; ;15.05;11478;
21 55 47.8;-43 13 15;            ; ESO  288- 21  ;PGC67656   ;.SBS5*.; 5.0; 1.1; 1.17; 0.54;178;     ; ;13.32;     ; 7849
21 55 59.5;+27 54 00;            ; UGC 11852     ;PGC67658   ;.SB.1?.; 1.0;    ; 1.16; 0.34; 15;     ; ;13.92; 5850;
21 56 00.9;-01 30 56;IC   1411   ; UGC 11850     ;PGC67660   ;.E.....;-5.0;    ; 0.93; 0.22; 40;     ; ;13.83;     ; 8018
21 56 09.7;-49 31 14;NGC  7155   ; ESO  237- 16  ;PGC67663   ;.LBR0..;-1.8;    ; 1.34; 0.09;  4;13.10; ;12.98;     ; 1856
21 56 20.7;-59 17 32;            ; ESO  146-  1  ;PGC67669   ;.SBS7..; 7.0; 6.7; 1.02; 0.14;168;     ; ;14.70;     ; 4396
21 56 22.3;+07 22 00;A   2153+07 ; CGCG 403-  4  ;PGC67670   ;       ;    ;    ;     ;     ;   ;     ; ;15.00;     ; 8740
21 56 18.0;+73 15 00;            ; UGC 11861     ;PGC67671   ;.SX.8..; 8.0;    ; 1.54; 0.13; 20;     ; ;12.09; 1484;
21 56 18.3;-01 10 25;            ; UGC 11853     ;PGC67672   ;.SBS5..; 5.0; 4.2; 1.09; 0.18; 75;     ; ;     ;     ;
21 56 23.7;+01 21 48;NGC  7164   ; CGCG 377-  6  ;PGC67673   ;.LXT+P*;-1.0;    ; 0.93; 0.14; 55;     ; ;     ;     ;
21 56 26.1;+30 47 17;            ; UGC 11855     ;PGC67675   ;.S..4..; 4.0;    ; 1.10; 0.61;116;     ; ;14.06; 5600;
21 56 30.0;+15 57 00;            ; UGC 11854     ;PGC67678   ;.S?....;    ;    ; 1.00; 0.43; 12;     ; ;     ;13097;
21 56 45.5;-36 29 31;            ; ESO  404- 11  ;PGC67688   ;.SBT2?.; 2.5; 5.6; 1.11; 0.33;131;     ; ;14.31;     ; 5796
21 56 56.3;-25 21 00;NGC  7157   ; ESO  532-  3  ;PGC67693   ;RSBR1*.; 0.6;    ; 1.04; 0.35;  5;     ; ;     ;     ;
21 56 54.0;+12 20 00;            ; UGC 11857     ;PGC67694   ;.SB?...;    ;    ; 1.02; 0.31;105;     ; ;14.30; 9098;
21 57 06.7;-34 35 00;            ; ESO  404- 12  ;PGC67701   ;.SXR5*.; 4.8; 2.2; 1.36; 0.10;140;     ; ;12.72;     ; 2603
21 57 07.0;-69 41 25;A   2152-69 ; ESO   75- 41  ;PGC67703   ;.LA.-..;-3.0;    ; 1.20; 0.30;132;14.30; ;14.10;     ; 8267
21 57 19.9;-51 12 53;            ; ESO  237- 19  ;PGC67707   ;.IB.9*.;10.0;10.0; 1.18; 0.25; 85;     ; ;15.34;     ; 2699
21 57 24.7;+30 43 19;            ; CGCG 493- 16  ;PGC67709   ;       ;    ;    ;     ;     ;   ;     ; ;15.11; 7136;
21 57 27.8;-28 44 17;            ; ESO  466- 19  ;PGC67711   ;PSBR1..; 1.0;    ; 0.92; 0.17; 58;     ; ;     ;     ;
21 57 29.2;+41 14 58;            ; UGC 11858     ;PGC67712   ;.S..0..; 0.0;    ; 1.15; 0.37; 47;     ; ;     ;     ;
21 57 35.5;-45 24 54;            ;               ;PGC67716   ;.LA.0*.;-2.0;    ; 1.08; 0.09;   ;     ; ;     ;     ;
21 57 54.0;+38 56 00;            ; UGC 11862     ;PGC67727   ;.S..8*.; 8.0;    ; 1.22; 0.94;132;     ; ;     ;     ;
21 57 54.7;+42 18 22;            ; UGC 11864     ;PGC67728   ;.SBS8..; 8.0;    ; 1.34; 0.10;  0;     ; ;13.01; 4322;
21 57 54.8;-28 48 28;            ; ESO  466- 21  ;PGC67729   ;.LA.-*.;-3.0;    ; 1.18; 0.08;   ;     ; ;     ;     ;
21 57 55.4;-60 18 34;            ; ESO  146-  2A ;PGC67730   ;.IBS9..;10.0;10.0; 1.18; 0.08; 25;     ; ;     ; 1685;
21 58 00.0;+24 15 00;            ; UGC 11860     ;PGC67733   ;.S..8..; 8.0;    ; 1.19; 0.39;133;     ; ;     ; 3131;
21 58 07.2;-57 08 34;            ; ESO  189- 16  ;PGC67736   ;RSBT0*.;-0.3;    ; 1.02; 0.19;  3;     ; ;14.08;     ; 8300
21 58 07.3;+01 00 34;            ; UGC 11859     ;PGC67737   ;.S..4*/; 4.0;    ; 1.49; 1.13; 63;     ; ;13.48; 3014;
21 58 08.8;-48 30 46;            ; ESO  237- 21  ;PGC67738   ;.L?....;    ;    ; 0.75; 0.19; 86;     ; ;15.30;     ; 8000
21 58 14.8;-24 53 15;            ; ESO  532-  6  ;PGC67743   ;PSB.1..; 1.0;    ; 0.93; 0.28;  9;     ; ;     ;     ;
21 58 18.6;-17 10 32;IC   1412   ; MCG -3-56-  1 ;PGC67747   ;PLB.+P.;-1.0;    ; 1.13; 0.38;   ;     ; ;     ;     ; 5549
21 58 22.4;+27 11 49;            ; CGCG 472- 17  ;PGC67752   ;       ;    ;    ;     ;     ;   ;     ; ;15.14;12320;
21 58 24.9;-00 44 24;            ; UGC 11863     ;PGC67756   ;.SBS8*.; 8.0; 7.5; 1.05; 0.12; 35;     ; ;14.73; 4879;
21 58 28.5;-73 51 34;            ; ESO   48- 13  ;PGC67757   ;PLA.0*P;-2.0;    ; 1.12; 0.45;103;     ; ;     ;     ;
21 58 33.9;+14 07 15;            ; UGC 11866     ;PGC67759   ;.SB?...;    ;    ; 1.13; 0.19;178;     ; ;14.45; 1708;
21 58 35.9;+12 02 15;            ; UGC 11865     ;PGC67761   ;.I?....;    ;    ; 0.66; 0.00;   ;     ; ;14.03;     ; 9506
21 58 43.4;-28 28 02;            ; ESO  466- 26  ;PGC67764   ;.LX.-..;-3.0;    ; 1.18; 0.10; 52;13.60; ;13.47;     ; 6192
